,LicenseNo,Inspection_Results
29951,1594,4
29952,6713,1
29953,11732,1
29954,33930,1
29955,21910,1
29956,1028,2
29957,36764,2
29958,15449,1
29959,15245,2
29960,23650,2
29961,1867,1
29962,3185,4
29963,7179,4
29964,11188,2
29965,20610,1
29966,29685,1
29967,12242,1
29968,1980,1
29969,36582,1
29970,32789,3
29971,13847,1
29972,21215,2
29973,25338,3
29974,29349,1
29975,34771,1
29976,30943,3
29977,17597,1
29978,16699,1
29979,18292,2
29980,23559,3
29981,11244,1
29982,8558,2
29983,9225,3
29984,12671,4
29985,20198,4
29986,10642,1
29987,13350,1
29988,12488,1
29989,11438,1
29990,6226,1
29991,3581,4
29992,23956,2
29993,35957,2
29994,12128,1
29995,4051,2
29996,12590,1
29997,15066,1
29998,8400,3
29999,10293,2
30000,6461,3
30001,36562,1
30002,35972,1
30003,16857,1
30004,7755,1
30005,14126,1
30006,414,4
30007,21540,1
30008,7834,2
30009,31748,1
30010,15696,2
30011,12515,2
30012,33021,3
30013,20801,4
30014,14416,1
30015,33480,1
30016,2706,1
30017,13954,1
30018,34859,1
30019,26238,3
30020,16653,1
30021,27313,3
30022,4340,4
30023,1779,1
30024,12484,1
30025,22792,3
30026,15760,4
30027,22730,1
30028,19018,1
30029,43,4
30030,3252,2
30031,5808,1
30032,21493,1
30033,6803,3
30034,16344,2
30035,2280,3
30036,8109,3
30037,25491,1
30038,24367,1
30039,15919,1
30040,6352,2
30041,23956,3
30042,22111,3
30043,17712,3
30044,26789,4
30045,29610,1
30046,13057,3
30047,4992,2
30048,11769,1
30049,16779,2
30050,1229,1
30051,33830,1
30052,35790,2
30053,5736,4
30054,8764,3
30055,27810,2
30056,5590,1
30057,4527,1
30058,5227,2
30059,1206,1
30060,6655,1
30061,17476,1
30062,15262,2
30063,23011,2
30064,14675,1
30065,31132,1
30066,21335,1
30067,29261,1
30068,20907,1
30069,8343,2
30070,8760,1
30071,7582,1
30072,11543,1
30073,1564,2
30074,8406,1
30075,20768,2
30076,17923,1
30077,19044,1
30078,25039,1
30079,19859,1
30080,21120,1
30081,21300,1
30082,3624,3
30083,10561,1
30084,27660,3
30085,1421,3
30086,14928,1
30087,3137,3
30088,269,3
30089,8509,3
30090,24192,1
30091,383,1
30092,4706,1
30093,1987,4
30094,2274,1
30095,1451,4
30096,4907,1
30097,37065,3
30098,3662,3
30099,15652,1
30100,5270,1
30101,18998,1
30102,13485,1
30103,23249,3
30104,2689,2
30105,17264,2
30106,8436,2
30107,36689,1
30108,18312,2
30109,12667,1
30110,22520,1
30111,899,1
30112,19673,4
30113,20248,1
30114,9018,1
30115,17936,3
30116,20837,1
30117,6518,1
30118,8722,2
30119,20453,1
30120,14302,3
30121,20492,1
30122,24198,1
30123,35138,1
30124,35903,1
30125,23484,1
30126,933,1
30127,25107,3
30128,1490,1
30129,36023,2
30130,24834,4
30131,22313,3
30132,17204,1
30133,19021,1
30134,2118,3
30135,5289,3
30136,27166,1
30137,34077,3
30138,17097,1
30139,26820,3
30140,4543,3
30141,7446,3
30142,31295,3
30143,33531,1
30144,19959,1
30145,30246,3
30146,1028,4
30147,22799,1
30148,25898,2
30149,29762,1
30150,24940,1
30151,19432,2
30152,8760,1
30153,8468,2
30154,35814,2
30155,19601,1
30156,20978,3
30157,34278,1
30158,22042,1
30159,20441,1
30160,34556,2
30161,8401,2
30162,35302,1
30163,22499,1
30164,26364,1
30165,3732,2
30166,35741,1
30167,18514,1
30168,37310,1
30169,37187,4
30170,12183,3
30171,9610,4
30172,1971,3
30173,5093,1
30174,35052,2
30175,17160,1
30176,36741,2
30177,5971,2
30178,19592,3
30179,32469,1
30180,11891,3
30181,2715,3
30182,4901,1
30183,9076,3
30184,21094,1
30185,21753,1
30186,10268,3
30187,12580,1
30188,29794,3
30189,11529,2
30190,7362,2
30191,9976,2
30192,684,1
30193,35943,2
30194,34008,1
30195,36805,2
30196,9947,4
30197,18243,1
30198,6259,1
30199,20874,3
30200,19176,3
30201,6260,1
30202,14154,3
30203,977,1
30204,36691,1
30205,10752,1
30206,1566,4
30207,20478,4
30208,8846,2
30209,19247,1
30210,13339,1
30211,34163,3
30212,6377,2
30213,33099,1
30214,35901,1
30215,19827,1
30216,717,2
30217,32207,1
30218,8908,1
30219,24378,1
30220,3768,3
30221,5693,1
30222,2218,4
30223,18222,1
30224,6047,1
30225,34012,1
30226,19217,3
30227,22545,3
30228,14521,2
30229,28923,2
30230,32479,3
30231,4299,1
30232,1271,1
30233,33528,1
30234,30376,2
30235,12022,1
30236,11324,1
30237,37284,1
30238,28244,2
30239,12122,1
30240,12242,1
30241,22640,3
30242,29750,1
30243,16816,1
30244,14624,1
30245,28806,1
30246,36862,2
30247,307,1
30248,13045,2
30249,8612,1
30250,24035,1
30251,24622,1
30252,4586,3
30253,9073,3
30254,21660,3
30255,10973,3
30256,6664,1
30257,1716,1
30258,13266,1
30259,514,1
30260,22578,2
30261,24359,2
30262,8245,2
30263,25251,1
30264,21586,2
30265,2589,3
30266,16221,3
30267,2562,3
30268,8450,2
30269,25593,1
30270,37263,1
30271,35937,2
30272,16309,1
30273,36351,1
30274,1662,2
30275,6808,3
30276,23342,3
30277,13490,1
30278,16335,3
30279,22738,1
30280,23323,2
30281,23941,1
30282,23177,2
30283,19251,3
30284,3217,4
30285,27967,1
30286,32661,3
30287,19668,1
30288,14137,3
30289,5100,1
30290,30930,3
30291,37198,1
30292,16423,3
30293,27268,1
30294,33682,1
30295,1497,1
30296,10977,1
30297,15684,1
30298,33910,2
30299,13824,2
30300,14485,3
30301,36463,1
30302,37268,2
30303,27657,1
30304,7180,1
30305,36655,1
30306,697,4
30307,8447,3
30308,15763,1
30309,21456,1
30310,33786,2
30311,16032,1
30312,1972,1
30313,20333,3
30314,9769,1
30315,23813,1
30316,34092,2
30317,13820,1
30318,9936,2
30319,5641,3
30320,2992,1
30321,12241,1
30322,23215,3
30323,20887,1
30324,32665,1
30325,12053,3
30326,21407,1
30327,21260,3
30328,452,1
30329,36158,3
30330,18907,1
30331,25207,4
30332,6847,1
30333,13940,2
30334,15133,1
30335,15232,1
30336,37188,1
30337,3268,1
30338,15081,3
30339,10546,2
30340,27329,3
30341,16828,4
30342,14298,1
30343,13118,1
30344,22422,3
30345,10456,1
30346,28594,2
30347,5592,4
30348,20048,2
30349,36351,1
30350,9262,1
30351,35324,2
30352,34519,3
30353,8598,1
30354,16410,1
30355,23344,2
30356,18918,2
30357,22379,3
30358,5771,1
30359,18934,4
30360,35260,2
30361,34246,2
30362,12210,2
30363,12522,2
30364,13067,1
30365,20089,1
30366,8476,1
30367,18326,1
30368,2972,1
30369,3257,1
30370,9779,1
30371,32081,3
30372,7272,1
30373,21108,2
30374,26621,1
30375,7043,1
30376,36560,1
30377,20495,3
30378,26484,2
30379,2413,1
30380,25198,1
30381,15244,3
30382,18390,2
30383,9791,1
30384,21903,1
30385,5296,4
30386,35917,1
30387,9123,1
30388,8915,4
30389,22400,1
30390,17979,3
30391,11863,1
30392,4543,3
30393,3292,4
30394,26410,1
30395,4989,1
30396,8953,1
30397,16721,1
30398,2588,4
30399,18366,4
30400,1771,1
30401,18278,1
30402,12194,1
30403,18472,1
30404,6978,1
30405,21163,1
30406,7159,3
30407,28294,3
30408,3281,1
30409,34888,2
30410,6025,2
30411,18026,1
30412,8738,1
30413,29821,3
30414,15351,1
30415,34551,1
30416,22488,3
30417,26241,4
30418,19274,3
30419,3614,2
30420,22283,1
30421,0,1
30422,13311,4
30423,10171,1
30424,5381,1
30425,7806,1
30426,18389,4
30427,6185,1
30428,33196,3
30429,15213,2
30430,24506,1
30431,28480,1
30432,7352,4
30433,25673,1
30434,12601,1
30435,37295,1
30436,166,3
30437,10996,1
30438,24170,3
30439,9494,1
30440,24846,1
30441,9222,2
30442,95,1
30443,32590,1
30444,32717,1
30445,4634,2
30446,10977,1
30447,18545,1
30448,7903,4
30449,10791,3
30450,8414,3
30451,37379,2
30452,9251,1
30453,5687,1
30454,2099,1
30455,12954,4
30456,13532,3
30457,15778,2
30458,11326,3
30459,6992,4
30460,34591,1
30461,13376,1
30462,4267,1
30463,3357,1
30464,15251,1
30465,13863,2
30466,17737,1
30467,36801,1
30468,2842,1
30469,25629,1
30470,28151,2
30471,10723,1
30472,36714,1
30473,27918,1
30474,6705,1
30475,1804,1
30476,13868,1
30477,10096,3
30478,34876,1
30479,36175,3
30480,25343,1
30481,3272,4
30482,2848,5
30483,14795,2
30484,34982,1
30485,10059,1
30486,16657,1
30487,33757,1
30488,9907,1
30489,5437,1
30490,17294,1
30491,7412,1
30492,21064,1
30493,36562,3
30494,1857,1
30495,29597,1
30496,11186,1
30497,20265,3
30498,10807,1
30499,1052,1
30500,22240,1
30501,25062,4
30502,14205,1
30503,29190,2
30504,36611,2
30505,20936,4
30506,29046,2
30507,2418,1
30508,37122,1
30509,17396,1
30510,13263,4
30511,7313,1
30512,9266,1
30513,8196,1
30514,15016,1
30515,37379,1
30516,34728,4
30517,5316,1
30518,22283,2
30519,917,1
30520,20945,1
30521,23573,1
30522,28804,2
30523,21834,2
30524,7136,1
30525,10527,1
30526,5783,1
30527,18911,1
30528,31341,3
30529,18931,1
30530,25336,1
30531,308,1
30532,25241,3
30533,11560,1
30534,23679,1
30535,34222,1
30536,28088,3
30537,34688,1
30538,16393,1
30539,35331,1
30540,33585,1
30541,14922,2
30542,10253,4
30543,21122,1
30544,2605,2
30545,14377,1
30546,8067,1
30547,1072,1
30548,10175,3
30549,9965,1
30550,36555,3
30551,2508,1
30552,9429,1
30553,13018,1
30554,18758,3
30555,3923,1
30556,6772,1
30557,25663,3
30558,14329,1
30559,8449,1
30560,14021,3
30561,19776,2
30562,20877,2
30563,5071,4
30564,26661,1
30565,22888,1
30566,5871,1
30567,32142,3
30568,442,3
30569,34369,1
30570,25623,1
30571,34197,2
30572,2658,1
30573,987,2
30574,10081,3
30575,14185,1
30576,29297,1
30577,21803,1
30578,25402,1
30579,14349,1
30580,18492,1
30581,28555,3
30582,21255,1
30583,1716,1
30584,22372,2
30585,33748,1
30586,18774,1
30587,17464,1
30588,28559,2
30589,35831,4
30590,21753,2
30591,15086,2
30592,4239,1
30593,17324,1
30594,15952,4
30595,19203,3
30596,2168,1
30597,12097,2
30598,28916,3
30599,36599,1
30600,1317,1
30601,22166,1
30602,17876,1
30603,28519,3
30604,33965,3
30605,7705,1
30606,2851,1
30607,25171,1
30608,9336,1
30609,24721,1
30610,9663,2
30611,678,5
30612,6417,1
30613,34399,1
30614,28810,2
30615,14603,1
30616,23873,4
30617,21172,3
30618,35880,1
30619,22944,2
30620,21699,3
30621,22286,1
30622,6553,1
30623,34043,2
30624,10221,1
30625,28637,4
30626,37374,4
30627,18152,4
30628,20194,2
30629,6307,1
30630,1221,3
30631,4496,4
30632,12815,1
30633,9397,2
30634,33517,4
30635,22732,1
30636,21637,2
30637,34686,4
30638,7480,1
30639,16771,1
30640,11713,1
30641,8310,1
30642,13510,1
30643,384,2
30644,12724,2
30645,33029,1
30646,5322,4
30647,34800,4
30648,9413,1
30649,30553,1
30650,2894,3
30651,9667,1
30652,26797,4
30653,32874,3
30654,19592,3
30655,7732,3
30656,26014,1
30657,16446,1
30658,18569,1
30659,34006,1
30660,16681,4
30661,28610,3
30662,19374,1
30663,34126,5
30664,1321,1
30665,17611,1
30666,31626,1
30667,27966,1
30668,10402,2
30669,12500,1
30670,22058,1
30671,2002,3
30672,36574,1
30673,22347,2
30674,17616,1
30675,28398,1
30676,10768,1
30677,28555,2
30678,17306,1
30679,25262,2
30680,34498,1
30681,18944,1
30682,29664,1
30683,35342,4
30684,18012,2
30685,17814,1
30686,34722,1
30687,27132,1
30688,22898,2
30689,3656,2
30690,16314,1
30691,16010,2
30692,9178,1
30693,37116,4
30694,34151,1
30695,27443,3
30696,2296,1
30697,28148,2
30698,12258,2
30699,1265,1
30700,26455,1
30701,7446,1
30702,6615,1
30703,17964,3
30704,18532,1
30705,15133,1
30706,36526,1
30707,20590,1
30708,8766,4
30709,36742,3
30710,8551,1
30711,23760,3
30712,27232,3
30713,37340,1
30714,6613,1
30715,4278,1
30716,24631,3
30717,25888,2
30718,12751,2
30719,35080,1
30720,16976,1
30721,10218,1
30722,24712,3
30723,2615,4
30724,7527,1
30725,17983,1
30726,13261,1
30727,18053,1
30728,25171,3
30729,25096,1
30730,7044,3
30731,13827,2
30732,24768,2
30733,9930,4
30734,35401,1
30735,8659,1
30736,22433,2
30737,2838,1
30738,35094,3
30739,2717,3
30740,12952,4
30741,31851,2
30742,431,4
30743,224,3
30744,3514,1
30745,9479,2
30746,33662,1
30747,8888,1
30748,32860,1
30749,5484,1
30750,5321,1
30751,19203,1
30752,5038,1
30753,2992,1
30754,19169,1
30755,33936,1
30756,11558,4
30757,19650,4
30758,24213,3
30759,9619,2
30760,25094,5
30761,15400,4
30762,36738,1
30763,15351,1
30764,1801,1
30765,10318,1
30766,10247,2
30767,1877,1
30768,23937,1
30769,11294,3
30770,29260,1
30771,11177,1
30772,11908,2
30773,19788,4
30774,30761,2
30775,7235,1
30776,9267,1
30777,23127,1
30778,11406,1
30779,2192,1
30780,20647,2
30781,4156,1
30782,15560,2
30783,29300,3
30784,364,3
30785,19340,1
30786,17539,1
30787,11482,1
30788,3485,2
30789,22412,4
30790,24758,1
30791,11104,3
30792,21762,3
30793,11139,1
30794,3188,3
30795,18270,1
30796,11570,3
30797,7196,4
30798,31173,1
30799,26448,3
30800,21416,3
30801,37048,1
30802,16260,1
30803,13592,2
30804,23644,3
30805,36488,1
30806,34043,1
30807,18735,3
30808,1005,1
30809,33124,1
30810,12826,1
30811,9260,1
30812,26551,2
30813,34996,4
30814,27875,3
30815,3227,1
30816,33460,1
30817,36445,2
30818,32105,1
30819,37364,1
30820,34716,1
30821,21819,1
30822,22161,1
30823,11218,1
30824,13823,1
30825,37082,1
30826,21735,3
30827,23166,3
30828,8146,4
30829,30372,2
30830,1081,3
30831,18108,4
30832,26558,1
30833,5125,4
30834,21838,1
30835,1276,2
30836,383,1
30837,25996,1
30838,13029,1
30839,23275,1
30840,9252,1
30841,35851,2
30842,3583,1
30843,749,2
30844,21332,4
30845,34668,1
30846,8180,2
30847,22983,1
30848,14406,1
30849,1977,1
30850,9892,1
30851,36379,2
30852,18812,2
30853,34521,1
30854,33885,3
30855,20225,2
30856,5109,1
30857,25763,1
30858,18787,3
30859,17248,3
30860,12932,1
30861,490,1
30862,35266,2
30863,1750,2
30864,34319,1
30865,10867,1
30866,17947,1
30867,29890,1
30868,18436,1
30869,15968,4
30870,17180,1
30871,12505,3
30872,6669,2
30873,37034,3
30874,11240,1
30875,11610,1
30876,10957,1
30877,36123,1
30878,3347,1
30879,28264,2
30880,13618,1
30881,6256,2
30882,9732,4
30883,18534,1
30884,34023,3
30885,13478,1
30886,28553,2
30887,36075,1
30888,11634,1
30889,10957,3
30890,29159,3
30891,33729,1
30892,28782,3
30893,7730,4
30894,23175,2
30895,16058,1
30896,1133,2
30897,33478,1
30898,17258,4
30899,37339,1
30900,9719,1
30901,12108,2
30902,23886,2
30903,19131,1
30904,28294,3
30905,4207,1
30906,14868,1
30907,8085,4
30908,30339,1
30909,14779,3
30910,15252,2
30911,14047,1
30912,14014,4
30913,20994,1
30914,33524,1
30915,27533,1
30916,29439,1
30917,21275,4
30918,3564,1
30919,8692,1
30920,25784,3
30921,27229,1
30922,2402,1
30923,6850,1
30924,18377,3
30925,31187,3
30926,694,1
30927,1490,2
30928,8454,1
30929,1417,3
30930,21235,1
30931,34029,2
30932,4199,1
30933,692,2
30934,14152,4
30935,15340,1
30936,11700,1
30937,9233,1
30938,16621,2
30939,21488,1
30940,30883,3
30941,20066,4
30942,11332,2
30943,20839,3
30944,7271,1
30945,29432,1
30946,21106,4
30947,4157,1
30948,9646,4
30949,27905,1
30950,36647,4
30951,33590,3
30952,33703,1
30953,26521,1
30954,18807,1
30955,22728,2
30956,1919,4
30957,36025,1
30958,23158,2
30959,4565,3
30960,35783,4
30961,19045,1
30962,14776,1
30963,32709,3
30964,19894,1
30965,9894,1
30966,24737,3
30967,10513,1
30968,26568,4
30969,3743,2
30970,15828,2
30971,4431,2
30972,20591,1
30973,23178,2
30974,8925,1
30975,33407,1
30976,1954,1
30977,18593,2
30978,17557,2
30979,10873,1
30980,30559,3
30981,18577,1
30982,1363,3
30983,18525,1
30984,26253,1
30985,18101,1
30986,15771,2
30987,2349,2
30988,7338,1
30989,15253,1
30990,34724,3
30991,1805,3
30992,7834,2
30993,12325,3
30994,15419,4
30995,14698,1
30996,14443,2
30997,21662,1
30998,26197,1
30999,9971,3
31000,12070,1
31001,2145,3
31002,9703,1
31003,33830,1
31004,22138,1
31005,24297,1
31006,9448,1
31007,20712,1
31008,31173,3
31009,34826,4
31010,27082,1
31011,1436,1
31012,21923,1
31013,11357,1
31014,4724,4
31015,12738,2
31016,16355,1
31017,1710,3
31018,33579,1
31019,3701,1
31020,12557,2
31021,16822,4
31022,9238,1
31023,26285,3
31024,21382,1
31025,20661,2
31026,18080,1
31027,14217,1
31028,6269,2
31029,13138,1
31030,32227,1
31031,22617,2
31032,26221,1
31033,36176,1
31034,19203,3
31035,19758,1
31036,11378,3
31037,14108,3
31038,11319,1
31039,33186,3
31040,384,3
31041,2160,4
31042,22738,1
31043,29295,1
31044,20669,1
31045,21026,1
31046,4426,4
31047,9176,1
31048,15191,3
31049,28774,2
31050,14496,2
31051,13809,1
31052,17880,4
31053,10981,1
31054,29477,1
31055,34001,2
31056,744,1
31057,35383,3
31058,9157,1
31059,4888,1
31060,19764,1
31061,28014,1
31062,13279,1
31063,6308,3
31064,22081,2
31065,15467,2
31066,17988,2
31067,10034,4
31068,4758,3
31069,1413,1
31070,29988,1
31071,8154,1
31072,25087,1
31073,20272,1
31074,32692,1
31075,2408,1
31076,23405,1
31077,22362,4
31078,11294,1
31079,19825,1
31080,35598,1
31081,35172,1
31082,2981,3
31083,24752,1
31084,16312,1
31085,12512,3
31086,34602,4
31087,33845,1
31088,21232,4
31089,13405,4
31090,10898,1
31091,17947,1
31092,10831,2
31093,8665,1
31094,8302,1
31095,33444,1
31096,26632,3
31097,9808,1
31098,13825,1
31099,11516,3
31100,23635,1
31101,953,4
31102,28860,1
31103,453,2
31104,13886,2
31105,523,1
31106,24407,1
31107,17733,1
31108,8976,3
31109,10432,1
31110,37191,1
31111,22738,3
31112,16145,4
31113,23516,1
31114,35827,3
31115,1730,4
31116,36851,3
31117,11942,4
31118,6734,1
31119,12335,2
31120,2648,4
31121,35056,1
31122,13111,1
31123,2140,1
31124,26923,1
31125,35339,1
31126,3143,4
31127,17694,1
31128,19167,4
31129,27016,1
31130,17266,3
31131,24643,4
31132,23341,2
31133,3189,3
31134,1315,2
31135,21800,3
31136,16667,3
31137,15420,1
31138,7886,1
31139,3346,1
31140,34448,3
31141,3787,1
31142,8838,1
31143,5949,2
31144,17254,1
31145,7902,2
31146,2228,3
31147,520,1
31148,21696,1
31149,10918,1
31150,17758,4
31151,22014,1
31152,8082,1
31153,20564,1
31154,5749,1
31155,12365,1
31156,4957,1
31157,13078,1
31158,20197,4
31159,17514,1
31160,20268,1
31161,36073,3
31162,18872,1
31163,17896,1
31164,20008,4
31165,29405,2
31166,32988,3
31167,5232,4
31168,8669,4
31169,5738,1
31170,14015,2
31171,14997,1
31172,2923,1
31173,18270,1
31174,16877,1
31175,2197,3
31176,27411,1
31177,16652,2
31178,23425,2
31179,11241,1
31180,6498,4
31181,20761,3
31182,6173,3
31183,8597,1
31184,35008,3
31185,19337,1
31186,3079,4
31187,33425,1
31188,3669,1
31189,29073,1
31190,16847,2
31191,34617,2
31192,23344,1
31193,25577,1
31194,15773,4
31195,36148,4
31196,9742,2
31197,19595,1
31198,29300,2
31199,3371,4
31200,33889,1
31201,26036,2
31202,14509,1
31203,3241,2
31204,3023,4
31205,22678,1
31206,15365,1
31207,8543,2
31208,26712,2
31209,21870,2
31210,5937,1
31211,36818,4
31212,10053,1
31213,35487,1
31214,25752,3
31215,8358,1
31216,19508,1
31217,4358,1
31218,13040,3
31219,35799,1
31220,36909,3
31221,798,2
31222,19504,1
31223,8445,2
31224,18067,1
31225,8924,3
31226,16311,1
31227,2510,1
31228,21335,1
31229,25617,1
31230,36819,2
31231,5892,4
31232,28320,1
31233,25458,1
31234,34470,1
31235,10942,1
31236,19055,1
31237,5446,2
31238,4313,1
31239,26615,3
31240,33491,1
31241,36993,1
31242,30281,1
31243,22695,1
31244,8747,1
31245,19793,1
31246,35880,1
31247,11238,1
31248,19832,1
31249,12739,1
31250,10922,1
31251,28558,1
31252,22895,1
31253,5199,1
31254,32219,3
31255,16964,2
31256,17900,1
31257,6258,2
31258,23636,1
31259,4204,1
31260,21369,1
31261,21609,1
31262,35193,2
31263,22037,1
31264,17972,2
31265,36322,1
31266,701,1
31267,29514,1
31268,5002,2
31269,15844,1
31270,2038,1
31271,2449,3
31272,12218,2
31273,20920,1
31274,6370,1
31275,15833,1
31276,31440,3
31277,21032,2
31278,21773,2
31279,28272,2
31280,24947,1
31281,37268,1
31282,4635,4
31283,2265,1
31284,9386,3
31285,17174,1
31286,10015,3
31287,22612,1
31288,5450,1
31289,30933,1
31290,24552,1
31291,26822,3
31292,8469,2
31293,2417,2
31294,21175,1
31295,29848,2
31296,33441,1
31297,10399,1
31298,24402,3
31299,8367,1
31300,5829,1
31301,31159,3
31302,16157,1
31303,6819,1
31304,14949,3
31305,8400,1
31306,23910,4
31307,7639,1
31308,20208,3
31309,17890,2
31310,24336,3
31311,18054,2
31312,18703,1
31313,5699,1
31314,2209,1
31315,4220,1
31316,18479,1
31317,19634,1
31318,35273,3
31319,20346,1
31320,8434,2
31321,30371,1
31322,27534,3
31323,12683,3
31324,241,5
31325,1219,2
31326,14496,1
31327,11295,2
31328,6818,1
31329,1159,1
31330,6502,2
31331,36055,2
31332,18924,1
31333,15868,1
31334,23288,1
31335,17195,3
31336,16259,1
31337,16835,1
31338,9619,3
31339,21495,1
31340,35008,3
31341,5767,1
31342,21320,1
31343,25207,4
31344,26250,1
31345,17494,1
31346,281,1
31347,23359,2
31348,29751,1
31349,33739,4
31350,16246,3
31351,12682,3
31352,22459,3
31353,3002,2
31354,157,1
31355,36081,2
31356,26899,1
31357,24174,1
31358,11371,3
31359,7705,2
31360,19171,3
31361,16155,1
31362,10963,1
31363,2905,1
31364,5836,2
31365,39,1
31366,30430,3
31367,36383,1
31368,15569,1
31369,6676,4
31370,24566,4
31371,15996,2
31372,874,1
31373,9857,1
31374,13403,2
31375,35701,1
31376,36560,1
31377,21656,1
31378,23057,4
31379,18705,1
31380,664,4
31381,21511,2
31382,12186,1
31383,12683,1
31384,13655,1
31385,25793,2
31386,5093,1
31387,34157,1
31388,8992,1
31389,30164,1
31390,16725,3
31391,15058,2
31392,3292,1
31393,17483,1
31394,8063,3
31395,11201,2
31396,36676,1
31397,6535,1
31398,28114,3
31399,17235,4
31400,30128,3
31401,16904,2
31402,6620,4
31403,21651,1
31404,4103,1
31405,37206,2
31406,5650,2
31407,24874,4
31408,22530,1
31409,7919,3
31410,18913,1
31411,23869,3
31412,8265,1
31413,9443,1
31414,692,1
31415,7368,2
31416,12668,1
31417,16651,2
31418,22873,1
31419,13215,1
31420,22524,1
31421,8314,2
31422,31696,5
31423,17265,1
31424,23026,1
31425,36641,4
31426,12926,4
31427,5494,3
31428,3366,2
31429,13413,3
31430,20518,1
31431,6950,3
31432,4534,2
31433,34470,1
31434,1100,1
31435,2443,2
31436,11207,1
31437,33762,1
31438,35608,1
31439,11045,4
31440,14044,2
31441,17955,1
31442,13012,1
31443,15959,1
31444,34207,4
31445,5893,1
31446,15985,2
31447,13566,3
31448,20742,3
31449,17402,1
31450,18145,1
31451,16625,1
31452,23953,1
31453,19218,1
31454,2948,1
31455,7880,1
31456,22468,3
31457,3688,1
31458,19848,1
31459,8838,1
31460,5063,1
31461,13585,1
31462,36379,1
31463,24733,2
31464,24174,2
31465,2992,1
31466,11115,1
31467,27681,4
31468,34361,1
31469,32974,3
31470,6508,1
31471,7790,1
31472,2140,1
31473,31023,1
31474,21075,1
31475,37355,1
31476,8001,1
31477,19770,1
31478,10920,1
31479,3546,1
31480,3562,2
31481,11343,3
31482,37206,1
31483,15131,2
31484,8530,2
31485,30917,1
31486,16302,1
31487,24718,1
31488,36064,2
31489,8925,1
31490,900,1
31491,4455,1
31492,1143,2
31493,16176,1
31494,12980,1
31495,28462,1
31496,32731,1
31497,16488,2
31498,15279,3
31499,8613,1
31500,8553,4
31501,25292,1
31502,1434,1
31503,36018,1
31504,1072,1
31505,27911,1
31506,11815,1
31507,15391,1
31508,30172,3
31509,9405,4
31510,7667,3
31511,10678,1
31512,19808,2
31513,27310,1
31514,27460,1
31515,16160,3
31516,3612,3
31517,17522,1
31518,18499,1
31519,11205,1
31520,12526,1
31521,35233,1
31522,8836,1
31523,20910,1
31524,37180,4
31525,12038,3
31526,26802,1
31527,14351,1
31528,8923,1
31529,10973,3
31530,20666,2
31531,18946,3
31532,8882,2
31533,36350,1
31534,29335,3
31535,12532,2
31536,5467,1
31537,33831,3
31538,16657,1
31539,12817,1
31540,9421,1
31541,34718,3
31542,19280,2
31543,19898,3
31544,20635,3
31545,21036,2
31546,13135,4
31547,6801,2
31548,21387,3
31549,540,1
31550,36169,3
31551,27825,1
31552,28103,2
31553,3519,1
31554,33856,4
31555,15215,1
31556,18287,1
31557,15373,2
31558,19045,3
31559,36826,1
31560,11168,1
31561,31886,3
31562,30943,3
31563,31416,3
31564,6297,2
31565,22694,1
31566,15189,1
31567,21947,1
31568,34131,1
31569,23508,1
31570,31492,1
31571,8886,3
31572,12949,1
31573,11438,3
31574,37090,3
31575,34945,1
31576,31209,3
31577,381,1
31578,13802,2
31579,2091,1
31580,5946,1
31581,8521,3
31582,33871,1
31583,8345,4
31584,31743,1
31585,32975,3
31586,36578,1
31587,33924,4
31588,31504,2
31589,36272,3
31590,35972,3
31591,18374,4
31592,16799,1
31593,11348,2
31594,34035,3
31595,22890,2
31596,669,1
31597,22883,1
31598,7152,1
31599,2663,5
31600,11306,4
31601,839,4
31602,22930,1
31603,34377,1
31604,17459,1
31605,3131,1
31606,13505,1
31607,36654,1
31608,21067,2
31609,12399,1
31610,19049,1
31611,18963,1
31612,33934,1
31613,34670,1
31614,9542,1
31615,304,4
31616,5300,1
31617,19970,1
31618,36012,3
31619,30491,2
31620,3067,1
31621,26975,1
31622,9463,3
31623,13740,1
31624,12824,1
31625,23036,4
31626,3268,1
31627,10295,1
31628,16342,3
31629,12723,4
31630,113,1
31631,11975,1
31632,27446,1
31633,11942,2
31634,7527,2
31635,34590,1
31636,5622,3
31637,16273,1
31638,16406,1
31639,10104,1
31640,10485,1
31641,11324,4
31642,3613,4
31643,23196,2
31644,14997,1
31645,11683,3
31646,26832,3
31647,21430,1
31648,34515,1
31649,3243,4
31650,33765,1
31651,34228,1
31652,2939,1
31653,23621,4
31654,17646,1
31655,7256,1
31656,22313,3
31657,10116,2
31658,7006,1
31659,12316,2
31660,29590,3
31661,1839,4
31662,33897,4
31663,5653,1
31664,16799,3
31665,17885,1
31666,10300,1
31667,17427,1
31668,22371,3
31669,8377,1
31670,23713,5
31671,22003,1
31672,8888,3
31673,12283,2
31674,14252,1
31675,24611,1
31676,8298,1
31677,36541,4
31678,35329,1
31679,12018,1
31680,35984,1
31681,20068,1
31682,4787,1
31683,2894,3
31684,25281,2
31685,17798,2
31686,13258,4
31687,11843,3
31688,7238,1
31689,5052,2
31690,21682,1
31691,21622,1
31692,2858,1
31693,4205,1
31694,35953,1
31695,8225,1
31696,3056,4
31697,7390,1
31698,17066,1
31699,604,1
31700,17705,1
31701,35086,1
31702,37394,1
31703,717,3
31704,17233,1
